codigo_peca;descricao_original;nome_peca;categoria;marca_fabricante;modelo_moto;preco;quantidade_estoque;quantidade_minima;status
1105828;PROTETOR DE MÃO CIRCUIT FÊNIX CARBON II FERRO PRETO/VERMELHO C (PM079-21V);PROTETOR DE MÃO CIRCUIT FÊNIX CARBON II FERRO PRETO/VERMELHO C (PM079-21V);ACESSÓRIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;55;9;DISPONIVEL
1105829;SANFONA BENGALA CIRCUIT 11 DENTES PRETO (SS001-001);SANFONA BENGALA CIRCUIT 11 DENTES PRETO (SS001-001);SUSPENSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;96;8;DISPONIVEL
1105830;SANFONA BENGALA CIRCUIT 18 DENTES PRETO (SS002-001);SANFONA BENGALA CIRCUIT 18 DENTES PRETO (SS002-001);SUSPENSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;64;6;DISPONIVEL
1105831;SANFONA BENGALA CIRCUIT 18 DENTES VERMELHO (SS002-005);SANFONA BENGALA CIRCUIT 18 DENTES VERMELHO (SS002-005);SUSPENSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;93;4;DISPONIVEL
1105832;SANFONA BENGALA CIRCUIT 24 DENTES PRETO (SS003-001);SANFONA BENGALA CIRCUIT 24 DENTES PRETO (SS003-001);SUSPENSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;45;6;DISPONIVEL
1105833;SANFONA BENGALA CIRCUIT 32 DENTES PRETO (SS004-001);SANFONA BENGALA CIRCUIT 32 DENTES PRETO (SS004-001);SUSPENSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;6;6;ESTOQUE BAIXO
1105834;SANFONA BENGALA CIRCUIT 32 DENTES VERMELHO (SS004-005);SANFONA BENGALA CIRCUIT 32 DENTES VERMELHO (SS004-005);SUSPENSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;57;12;DISPONIVEL
1105835;SANFONA BENGALA CIRCUIT 10 DENTES PRETO (SS006-001);SANFONA BENGALA CIRCUIT 10 DENTES PRETO (SS006-001);SUSPENSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;66;13;DISPONIVEL
1105836;SANFONA BENGALA CIRCUIT 13 DENTES PRETO (SS007-001);SANFONA BENGALA CIRCUIT 13 DENTES PRETO (SS007-001);SUSPENSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;30;12;DISPONIVEL
1105837;SANFONA BENGALA CIRCUIT 13 DENTES VERMELHO (SS007-005);SANFONA BENGALA CIRCUIT 13 DENTES VERMELHO (SS007-005);SUSPENSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;92;16;DISPONIVEL
1105838;SANFONA BENGALA CIRCUIT 21 DENTES PRETO (SS009-001);SANFONA BENGALA CIRCUIT 21 DENTES PRETO (SS009-001);SUSPENSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;47;11;DISPONIVEL
1105839;SANFONA BENGALA CIRCUIT 21 DENTES VERMELHO (SS009-005);SANFONA BENGALA CIRCUIT 21 DENTES VERMELHO (SS009-005);SUSPENSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;80;19;DISPONIVEL
1105840;SANFONA BENGALA CIRCUIT 13 DENTES CG 150 09/14 PRETO (SS010-001);SANFONA BENGALA CIRCUIT 13 DENTES;SUSPENSÃO;NÃO IDENTIFICADO;CG 150;0.00;2;3;ESTOQUE BAIXO
1105841;SANFONA BENGALA CIRCUIT 13 DENTES COM ADAPTADOR PARA CG 150-160 PRETO (SS013-001);SANFONA BENGALA CIRCUIT 13 DENTES COM ADAPTADOR PARA;SUSPENSÃO;NÃO IDENTIFICADO;CG 150;0.00;69;11;DISPONIVEL
1105842;PASTILHA FREIO COBREQ (N-1904) SCOOTER ELETRICA GOO CITYCOCO D.;PASTILHA FREIO COBREQ (N-1904) SCOOTER ELETRICA GOO CITYCOCO D.;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;44;9;DISPONIVEL
1105843;PASTILHA FREIO COBREQ (N-1905) SCOOTER ELETRICA GOO CITYCOCO T.;PASTILHA FREIO COBREQ (N-1905) SCOOTER ELETRICA GOO CITYCOCO T.;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;41;14;DISPONIVEL
1105844;PASTILHA FREIO COBREQ RACING EXTREME (N-997C) KTM EXC 125/250/250F/400/525/200/300/F250/F350/R450 TRAS. (OUTRAS APLICAÇÕES KTM/HUSQVARNA/BMW/HUSABERG CONSULTAR CATALOGO);PASTILHA FREIO COBREQ RACING EXTREME (N-997C) KTM EXC 125/250/250F/400/525/200/300/F250/F350/R450 TRAS. (OUTRAS APLICAÇÕES KTM/HUSQVARNA/BMW/HUSABERG CONSULTAR CATALOGO);FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;43;15;DISPONIVEL
1105845;PATIM FREIO COBREQ (0301-CPX) 0.25 YBR 125 00> D/T. - YBR 125 FACTOR 09> D/T. - XTZ 125 E/K 02> T. - DT 180 82-87 T. - DT 200 T. - 135 93> D/T. - XT 225 T. - XV 250 VIRAGO T. - MAX/HUNTER 125 D/T. - STX 200 MOTARD T. - OUTROS CONSULTAR CATALOGO;PATIM FREIO COBREQ (0301-CPX) 0.25;FREIO;YBR 125 FACTOR 09> D/T. - XTZ 125 E/K 02> T. - DT 180 82-87 T. - DT 200 T. - 135 93> D/T. - XT 225 T. - XV 250 VIRAGO T. - MAX/HUNTER 125 D/T. - STX 200 MOTARD T. - OUTROS CONSULTAR CATALOGO;FACTOR 09 / YBR 125 / XTZ 125;0.00;11;15;ESTOQUE BAIXO
1105846;PATIM FREIO COBREQ (0304-CPX) 0.25 CG 125 83-99 T. - CG 125 82> D/T. - CG 125 TODAY/TITAN 91-99 T. - ML/TURUNA 125 78-87 T. - C100 DREAM D/T. - CBX 150 T. - WEB D/T. - DAFRA SUPER/ZIG 50 D/T. - PHOENIX 50 D. - SKY 110/125 T. - OUTROS CONSULTAR CATALO;PATIM FREIO COBREQ (0304-CPX) 0.25;FREIO;CG 125 82> D/T. - CG 125 TODAY/TITAN 91-99 T. - ML/TURUNA 125 78-87 T. - C100 DREAM D/T. - CBX 150 T. - WEB D/T. - DAFRA SUPER/ZIG 50 D/T. - PHOENIX 50 D. - SKY 110/125 T. - OUTROS CONSULTAR CATALO;CG 125 / TITAN 91 / CBX 150;0.00;54;12;DISPONIVEL
1105847;PATIM FREIO COBREQ (0320-CPX) 0.25 BROS 150 T. - BROS 160 T. - POP 100 D/T. - POP 110 D/T. - BIZ 100 T. - BIZ 125 T. - CRF 230 T. BROS 125 T. - XLS/XLR 125 T. - XR 200 T. - PHOENIX 50 T. - MOBY/SKY/STAR 50 T. - DEMAIS APLICAÇÕES CONSULTAR CATALOGO;PATIM FREIO COBREQ (0320-CPX) 0.25;FREIO;BROS 160 T. - POP 100 D/T. - POP 110 D/T. - BIZ 100 T. - BIZ 125 T. - CRF 230 T. BROS 125 T. - XLS/XLR 125 T. - XR 200 T. - PHOENIX 50 T. - MOBY/SKY/STAR 50 T. - DEMAIS APLICAÇÕES CONSULTAR CATALOGO;BIZ 100 / BIZ 125 / POP 100 / POP 110 / BROS 150 / BROS 160 / BROS 125;0.00;16;9;DISPONIVEL
1105848;PISTAO KIT C/ANEL KMP CG 150 04 A 15 - BROS 150 06 A 15 4.00 B (>0.03MM);PISTAO KIT C/ANEL KMP;MOTOR;BROS 150 06 A 15 4.00 B (>0.03MM);CG 150 / BROS 150;0.00;69;17;DISPONIVEL
1105849;PISTAO KIT C/ANEL RIK PREMIUM CG 150 04 A 15 - BROS 150 06 A 15 4.00 B (>0.03MM) (COMPETICAO);PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;BROS 150 06 A 15 4.00 B (>0.03MM) (COMPETICAO);CG 150 / BROS 150;0.00;66;13;DISPONIVEL
1105955;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 BIZ 125 2005/2015;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;BIZ 125;0.00;72;18;DISPONIVEL
1105956;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 BROS 150 ESD 2003/2014;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;BROS 150;0.00;100;13;DISPONIVEL
1105957;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 BROS 160 2015/;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;BROS 160;0.00;87;4;DISPONIVEL
1105958;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 CBX 200 1994/2002;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;CBX 200;0.00;20;17;DISPONIVEL
1105959;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 CBX 250 2001/2009;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;CBX 250;0.00;58;3;DISPONIVEL
1105960;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 CG 125 TITAN 2000/2004;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;CG 125;0.00;54;9;DISPONIVEL
1105961;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 CG 150 2004/2008;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;CG 150;0.00;88;7;DISPONIVEL
1105962;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 CG 150 2004/2008 320MM DOURADO;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;CG 150;0.00;83;12;DISPONIVEL
1105964;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 CG 150 2009/2015 320MM DOURADO;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;CG 150;0.00;11;14;ESTOQUE BAIXO
1105966;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 CG 150 2009/2015 - CG 160 2016/;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;CG 160 2016/;CG 150 / CG 160;0.00;20;11;DISPONIVEL
1105967;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 CRF 230 2003/2019;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 CRF 230 2003/2019;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;32;5;DISPONIVEL
1105968;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 CRF 250F 2019/;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 CRF 250F 2019/;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;47;8;DISPONIVEL
1105970;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 XRE 300 2010/ SEM ABS;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;XRE 300;0.00;88;7;DISPONIVEL
1105971;ROLAMENTO NACHI 62/22XA1 C3 TRANSMISSÃO FAZER 250 - LANDER 250 - TENERE 250;ROLAMENTO NACHI 62/22XA1 C3 TRANSMISSÃO;RELAÇÃO/TRANSMISSÃO;LANDER 250 - TENERE 250;FAZER 250 / LANDER 250;0.00;22;19;DISPONIVEL
1105972;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 ESPORTIVO CG 150;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 ESPORTIVO;FREIO;NÃO IDENTIFICADO;CG 150;0.00;92;10;DISPONIVEL
1105973;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 LEAD 110 2010/2015;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 LEAD 110 2010/2015;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;61;5;DISPONIVEL
1105974;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 NX 400 1998/2015;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 NX 400 1998/2015;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;66;17;DISPONIVEL
1105975;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 PCX 150 2014/2018;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;PCX 150;0.00;1;3;ESTOQUE BAIXO
1105977;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 XR 250 2001/2008;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 XR 250 2001/2008;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;89;13;DISPONIVEL
1105978;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 XRE 300 2010/ ABS;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;XRE 300;0.00;15;16;ESTOQUE BAIXO
1105980;DISCO C/ PASTILHA DE FREIO TRASEIRO GP7 BROS 160 - XRE 190;DISCO C/ PASTILHA DE FREIO TRASEIRO GP7;FREIO;XRE 190;BROS 160 / XRE 190;0.00;82;7;DISPONIVEL
1105981;DISCO C/ PASTILHA DE FREIO TRASEIRO GP7 CB 250F TWISTER 2016/;DISCO C/ PASTILHA DE FREIO TRASEIRO GP7;FREIO;NÃO IDENTIFICADO;TWISTER;0.00;8;19;ESTOQUE BAIXO
1105982;DISCO C/ PASTILHA DE FREIO TRASEIRO GP7 NX 400 FALCON;DISCO C/ PASTILHA DE FREIO TRASEIRO GP7 NX 400;FREIO;NÃO IDENTIFICADO;FALCON;0.00;56;14;DISPONIVEL
1105983;DISCO C/ PASTILHA DE FREIO TRASEIRO GP7 XRE 300 2009/ SEM ABS;DISCO C/ PASTILHA DE FREIO TRASEIRO GP7;FREIO;NÃO IDENTIFICADO;XRE 300;0.00;52;17;DISPONIVEL
1105984;DISCO C/ PASTILHA DE FREIO TRASEIRO GP7 XRE 300 2009/ ABS;DISCO C/ PASTILHA DE FREIO TRASEIRO GP7;FREIO;NÃO IDENTIFICADO;XRE 300;0.00;80;7;DISPONIVEL
1105989;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7 CB 300R 2009/2015 ABS;DISCO C/ PASTILHA DE FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;2;6;ESTOQUE BAIXO
1109001;AMORTECEDOR CROMADO GP7 (PAR) PCX 150 2016/2018;AMORTECEDOR CROMADO GP7 (PAR);SUSPENSÃO;NÃO IDENTIFICADO;PCX 150;0.00;73;9;DISPONIVEL
1109002;AMORTECEDOR CROMADO GP7 (PAR) COM REGULAGEM CG 160 2016/;AMORTECEDOR CROMADO GP7 (PAR) COM REGULAGEM;SUSPENSÃO;NÃO IDENTIFICADO;CG 160;0.00;45;14;DISPONIVEL
1109003;AMORTECEDOR PRO-LINK GP7 NX 400 FALCON 1998/2015;AMORTECEDOR PRO-LINK GP7 NX 400;SUSPENSÃO;NÃO IDENTIFICADO;FALCON 1998;0.00;20;17;DISPONIVEL
1210009;CABO FREIO DIANTEIRO K-CABOS CRYPTON 105 1998/2005;CABO FREIO DIANTEIRO K-CABOS;FREIO;NÃO IDENTIFICADO;CRYPTON 105;0.00;94;19;DISPONIVEL
1210010;CABO VELOCIMETRO K-CABOS CRYPTON 105 1998/2005 - DAFRA ZIG 50;CABO VELOCIMETRO K-CABOS;CABOS;DAFRA ZIG 50;CRYPTON 105;0.00;28;17;DISPONIVEL
1210014;ANEL P/ PISTAO KMP YBR 125 00 A 16 - XTZ 125 03 A 16 1.50;ANEL P/ PISTAO KMP;MOTOR;XTZ 125 03 A 16 1.50;YBR 125 / XTZ 125;0.00;85;10;DISPONIVEL
1210015;ANEL P/ PISTAO KMP YBR 125 00 A 16 - XTZ 125 03 A 16 2.00;ANEL P/ PISTAO KMP;MOTOR;XTZ 125 03 A 16 2.00;YBR 125 / XTZ 125;0.00;34;8;DISPONIVEL
1210017;AMORTECEDOR CROMADO GP7 (PAR) COM REGULAGEM YBR 125 2000/2016;AMORTECEDOR CROMADO GP7 (PAR) COM REGULAGEM;SUSPENSÃO;NÃO IDENTIFICADO;YBR 125;0.00;48;5;DISPONIVEL
1210040;ANEL P/ PISTAO KMP CRYPTON 105 98 A 05 STD;ANEL P/ PISTAO KMP;MOTOR;NÃO IDENTIFICADO;CRYPTON 105;0.00;27;19;DISPONIVEL
1210041;ANEL P/ PISTAO KMP CRYPTON 105 98 A 05 0.25;ANEL P/ PISTAO KMP;MOTOR;NÃO IDENTIFICADO;CRYPTON 105;0.00;33;7;DISPONIVEL
1210042;ANEL P/ PISTAO KMP CRYPTON 105 98 A 05 0.50;ANEL P/ PISTAO KMP;MOTOR;NÃO IDENTIFICADO;CRYPTON 105;0.00;44;5;DISPONIVEL
1210044;ANEL P/ PISTAO KMP CRYPTON 105 98 A 05 1.00;ANEL P/ PISTAO KMP;MOTOR;NÃO IDENTIFICADO;CRYPTON 105;0.00;31;14;DISPONIVEL
1210045;ANEL P/ PISTAO RIK YBR 125 00 A 16 - XTZ 125 03 A 16 STD;ANEL P/ PISTAO RIK;MOTOR;XTZ 125 03 A 16 STD;YBR 125 / XTZ 125;0.00;96;17;DISPONIVEL
1210046;ANEL P/ PISTAO RIK YBR 125 00 A 16 - XTZ 125 03 A 16 0.25;ANEL P/ PISTAO RIK;MOTOR;XTZ 125 03 A 16 0.25;YBR 125 / XTZ 125;0.00;72;15;DISPONIVEL
1210047;ANEL P/ PISTAO RIK YBR 125 00 A 16 - XTZ 125 03 A 16 0.50;ANEL P/ PISTAO RIK;MOTOR;XTZ 125 03 A 16 0.50;YBR 125 / XTZ 125;0.00;43;3;DISPONIVEL
1210048;ANEL P/ PISTAO RIK YBR 125 00 A 16 - XTZ 125 03 A 16 0.75;ANEL P/ PISTAO RIK;MOTOR;XTZ 125 03 A 16 0.75;YBR 125 / XTZ 125;0.00;63;13;DISPONIVEL
1210049;ANEL P/ PISTAO RIK YBR 125 00 A 16 - XTZ 125 03 A 16 1.00;ANEL P/ PISTAO RIK;MOTOR;XTZ 125 03 A 16 1.00;YBR 125 / XTZ 125;0.00;23;18;DISPONIVEL
1210050;ANEL P/ PISTAO KMP DT 200 1.25;ANEL P/ PISTAO KMP DT 200 1.25;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;78;19;DISPONIVEL
1210058;ANEL P/ PISTAO KMP DT 180 0.75;ANEL P/ PISTAO KMP DT 180 0.75;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;90;12;DISPONIVEL
1210078;ANEL P/ PISTAO RIK RD/RDZ 135 1.25;ANEL P/ PISTAO RIK RD/RDZ 135 1.25;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;30;7;DISPONIVEL
1210100;ANEL P/ PISTAO KMP YBR 125 00 A 16 - XTZ 125 03 A 16 STD;ANEL P/ PISTAO KMP;MOTOR;XTZ 125 03 A 16 STD;YBR 125 / XTZ 125;0.00;30;8;DISPONIVEL
1210101;ANEL P/ PISTAO KMP YBR 125 00 A 16 - XTZ 125 03 A 16 0.25;ANEL P/ PISTAO KMP;MOTOR;XTZ 125 03 A 16 0.25;YBR 125 / XTZ 125;0.00;22;16;DISPONIVEL
1210102;ANEL P/ PISTAO KMP YBR 125 00 A 16 - XTZ 125 03 A 16 0.50;ANEL P/ PISTAO KMP;MOTOR;XTZ 125 03 A 16 0.50;YBR 125 / XTZ 125;0.00;3;8;ESTOQUE BAIXO
1210103;ANEL P/ PISTAO KMP YBR 125 00 A 16 - XTZ 125 03 A 16 0.75;ANEL P/ PISTAO KMP;MOTOR;XTZ 125 03 A 16 0.75;YBR 125 / XTZ 125;0.00;94;13;DISPONIVEL
1210104;ANEL P/ PISTAO KMP YBR 125 00 A 16 - XTZ 125 03 A 16 1.00;ANEL P/ PISTAO KMP;MOTOR;XTZ 125 03 A 16 1.00;YBR 125 / XTZ 125;0.00;100;16;DISPONIVEL
1210106;ANEL P/ PISTAO RIK DT 200 0.25;ANEL P/ PISTAO RIK DT 200 0.25;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;49;13;DISPONIVEL
1210110;ANEL P/ PISTAO KMP XT-TDM 225 - TTR 230 STD (TAMBÉM UTILIZADO NO PISTÃO CG 220CC STD - 70.00MM);ANEL P/ PISTAO KMP XT-TDM 225;MOTOR;TTR 230 STD (TAMBÉM UTILIZADO NO PISTÃO CG 220CC STD - 70.00MM);NÃO IDENTIFICADO;0.00;5;14;ESTOQUE BAIXO
1210111;ANEL P/ PISTAO KMP XT-TDM 225 - TTR 230 0.25;ANEL P/ PISTAO KMP XT-TDM 225;MOTOR;TTR 230 0.25;NÃO IDENTIFICADO;0.00;26;10;DISPONIVEL
1210112;ANEL P/ PISTAO KMP XT-TDM 225 - TTR 230 0.50 (TAMBÉM UTILIZADO NO PISTÃO CG 220CC 0.50 - 70.50MM);ANEL P/ PISTAO KMP XT-TDM 225;MOTOR;TTR 230 0.50 (TAMBÉM UTILIZADO NO PISTÃO CG 220CC 0.50 - 70.50MM);NÃO IDENTIFICADO;0.00;85;6;DISPONIVEL
1210113;ANEL P/ PISTAO KMP XT-TDM 225 - TTR 230 0.75;ANEL P/ PISTAO KMP XT-TDM 225;MOTOR;TTR 230 0.75;NÃO IDENTIFICADO;0.00;45;20;DISPONIVEL
1210114;ANEL P/ PISTAO KMP XT-TDM 225 - TTR 230 1.00;ANEL P/ PISTAO KMP XT-TDM 225;MOTOR;TTR 230 1.00;NÃO IDENTIFICADO;0.00;52;7;DISPONIVEL
1210115;ANEL P/ PISTAO RIK XT/TDM 225 - TTR 230 STD (TAMBÉM UTILIZADO NO PISTÃO CG 220CC STD - 70.00MM);ANEL P/ PISTAO RIK XT/TDM 225;MOTOR;TTR 230 STD (TAMBÉM UTILIZADO NO PISTÃO CG 220CC STD - 70.00MM);NÃO IDENTIFICADO;0.00;93;19;DISPONIVEL
1210116;ANEL P/ PISTAO RIK XT/TDM 225 - TTR 230 0.25;ANEL P/ PISTAO RIK XT/TDM 225;MOTOR;TTR 230 0.25;NÃO IDENTIFICADO;0.00;83;11;DISPONIVEL
1210117;ANEL P/ PISTAO RIK XT/TDM 225 - TTR 230 0.50 (TAMBÉM UTILIZADO NO PISTÃO CG 220CC 0.50 - 70.50MM);ANEL P/ PISTAO RIK XT/TDM 225;MOTOR;TTR 230 0.50 (TAMBÉM UTILIZADO NO PISTÃO CG 220CC 0.50 - 70.50MM);NÃO IDENTIFICADO;0.00;78;20;DISPONIVEL
1210118;ANEL P/ PISTAO RIK XT/TDM 225 - TTR 230 0.75;ANEL P/ PISTAO RIK XT/TDM 225;MOTOR;TTR 230 0.75;NÃO IDENTIFICADO;0.00;99;18;DISPONIVEL
1210119;ANEL P/ PISTAO RIK XT/TDM 225 - TTR 230 1.00;ANEL P/ PISTAO RIK XT/TDM 225;MOTOR;TTR 230 1.00;NÃO IDENTIFICADO;0.00;59;16;DISPONIVEL
1210127;ANEL P/ PISTAO KMP RD/RDZ 135 1.75;ANEL P/ PISTAO KMP RD/RDZ 135 1.75;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;20;17;DISPONIVEL
1210128;ARVORE COMANDO WW3 YBR 125 00 A 05 - XTZ 125 03 A 05 - CRYPTON 105 98 A 05 (MODELO ORIGINAL);ARVORE COMANDO WW3;MOTOR;XTZ 125 03 A 05 - CRYPTON 105 98 A 05 (MODELO ORIGINAL);YBR 125 / XTZ 125 / CRYPTON 105;0.00;9;4;DISPONIVEL
1210129;ARVORE COMANDO WW3 XT/TDM 225 - TTR 230;ARVORE COMANDO WW3 XT/TDM 225;MOTOR;TTR 230;NÃO IDENTIFICADO;0.00;51;18;DISPONIVEL
1210138;ANEL P/ PISTAO RIK YBR 125 00 A 16 - XTZ 125 03 A 16 2.50;ANEL P/ PISTAO RIK;MOTOR;XTZ 125 03 A 16 2.50;YBR 125 / XTZ 125;0.00;27;14;DISPONIVEL
1210139;ANEL P/ PISTAO RIK YBR 125 00 A 16 - XTZ 125 03 A 16 3.00;ANEL P/ PISTAO RIK;MOTOR;XTZ 125 03 A 16 3.00;YBR 125 / XTZ 125;0.00;33;13;DISPONIVEL
1210141;ANEL P/ PISTAO RIK YBR 125 00 A 16 - XTZ 125 03 A 16 3.50;ANEL P/ PISTAO RIK;MOTOR;XTZ 125 03 A 16 3.50;YBR 125 / XTZ 125;0.00;35;11;DISPONIVEL
1210142;ANEL P/ PISTAO RIK YBR 125 00 A 16 - XTZ 125 03 A 16 4.00;ANEL P/ PISTAO RIK;MOTOR;XTZ 125 03 A 16 4.00;YBR 125 / XTZ 125;0.00;71;3;DISPONIVEL
1210146;BIELA COMPLETA TXK INJECTION POWER FAZER 250 - LANDER/TENERE 250;BIELA COMPLETA TXK INJECTION POWER;MOTOR;LANDER/TENERE 250;FAZER 250;0.00;55;13;DISPONIVEL
1210149;BIELA COMPLETA TXK INJECTION POWER XT 600 E;BIELA COMPLETA TXK INJECTION POWER XT 600 E;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;97;11;DISPONIVEL
1210150;BIELA COMPLETA TXK DT 180;BIELA COMPLETA TXK DT 180;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;21;12;DISPONIVEL
1210152;BIELA COMPLETA TXK RDZ 135 - RX/TT/RD/RDZ 125/135;BIELA COMPLETA TXK RDZ 135;MOTOR;RX/TT/RD/RDZ 125/135;NÃO IDENTIFICADO;0.00;59;12;DISPONIVEL
1210153;BIELA COMPLETA TXK DT 200;BIELA COMPLETA TXK DT 200;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;76;12;DISPONIVEL
1210157;BIELA COMPLETA TXK YBR 125 00 A 16 - XTZ 125 03 A 16;BIELA COMPLETA TXK;MOTOR;XTZ 125 03 A 16;YBR 125 / XTZ 125;0.00;89;15;DISPONIVEL
1210158;BIELA COMPLETA TXK INJECTION POWER XT 225 - TDM 225 - TTR 230;BIELA COMPLETA TXK INJECTION POWER XT 225;MOTOR;TDM 225 - TTR 230;NÃO IDENTIFICADO;0.00;29;3;DISPONIVEL
1210172;PISTAO PINO/TRAVA KMP YBR 125 00 A 16 - XTZ 125 03 A 16 1.50;PISTAO PINO/TRAVA KMP;MOTOR;XTZ 125 03 A 16 1.50;YBR 125 / XTZ 125;0.00;65;15;DISPONIVEL
1210173;PISTAO PINO/TRAVA KMP YBR 125 00 A 16 - XTZ 125 03 A 16 2.00;PISTAO PINO/TRAVA KMP;MOTOR;XTZ 125 03 A 16 2.00;YBR 125 / XTZ 125;0.00;24;18;DISPONIVEL
1210175;PISTAO PINO/TRAVA KMP YBR 125 00 A 16 - XTZ 125 03 A 16 3.00;PISTAO PINO/TRAVA KMP;MOTOR;XTZ 125 03 A 16 3.00;YBR 125 / XTZ 125;0.00;40;19;DISPONIVEL
1210176;PISTAO PINO/TRAVA KMP YBR 125 00 A 16 - XTZ 125 03 A 16 3.50;PISTAO PINO/TRAVA KMP;MOTOR;XTZ 125 03 A 16 3.50;YBR 125 / XTZ 125;0.00;7;14;ESTOQUE BAIXO
1210177;PISTAO PINO/TRAVA KMP YBR 125 00 A 16 - XTZ 125 03 A 16 4.00;PISTAO PINO/TRAVA KMP;MOTOR;XTZ 125 03 A 16 4.00;YBR 125 / XTZ 125;0.00;50;7;DISPONIVEL
