codigo_peca;descricao_original;nome_peca;categoria;marca_fabricante;modelo_moto;preco;quantidade_estoque;quantidade_minima;status
1103302;BUCHA COROA GP DE METAL (C/4 UN.) GP7 CG 125;BUCHA COROA GP DE METAL (C/4 UN.) GP7;RELAÇÃO/TRANSMISSÃO;NÃO IDENTIFICADO;CG 125;0.00;27;17;DISPONIVEL
1103303;PARAFUSO COROA C/ PORCA GP7 KIT (08PCS C/ 04 PRISIONEIROS + 04 PORCAS C/ FLANGE) CG 125 76 A 08;PARAFUSO COROA C/ PORCA GP7 KIT (08PCS C/ 04 PRISIONEIROS + 04 PORCAS C/ FLANGE);RELAÇÃO/TRANSMISSÃO;NÃO IDENTIFICADO;CG 125;0.00;93;5;DISPONIVEL
1103304;PORCA COROA GP7 COM FLANGE 10MM (COM 04 UN.) CG 125 /2008 - CB 400 - CB 450 - TURUNA 125 - XLS 125;PORCA COROA GP7 COM FLANGE 10MM (COM 04 UN.);RELAÇÃO/TRANSMISSÃO;CB 400 - CB 450 - TURUNA 125 - XLS 125;CG 125 / CB 400 / CB 450;0.00;91;7;DISPONIVEL
1103315;ARVORE COMANDO WW3 CG 150 SPORT 2005/2008 248° LEVANTE 5.5MM;ARVORE COMANDO WW3;MOTOR;NÃO IDENTIFICADO;CG 150;0.00;76;12;DISPONIVEL
1103317;RETIFICADOR REGULADOR VOLTAGEM CONDOR CBX 200 NX 200 XR 200;RETIFICADOR REGULADOR VOLTAGEM CONDOR;ELÉTRICA;NÃO IDENTIFICADO;CBX 200;0.00;2;8;ESTOQUE BAIXO
1103318;EMBREAGEM COMPLETA GP7 CG 150 04 A 15 - CG 125 2009/ - BROS 150 06 A 15 - BROS 125 2013/;EMBREAGEM COMPLETA GP7;EMBREAGEM;CG 125 2009/ - BROS 150 06 A 15 - BROS 125 2013/;CG 150 / CG 125 / BROS 150 / BROS 125;0.00;45;8;DISPONIVEL
1103319;PAINEL COMPLETO INSTRUMENTOS CONDOR BIZ 125 09 A 10 KS;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;BIZ 125;0.00;46;20;DISPONIVEL
1103320;PAINEL COMPLETO INSTRUMENTOS CONDOR BROS 150 2009 (AMARELO);PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;BROS 150;0.00;67;4;DISPONIVEL
1103321;PAINEL COMPLETO INSTRUMENTOS CONDOR XRE 300 2009/2015 (VERSÃO GASOLINA S/ ABS - REF. 37100-KWT-901);PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;REF. 37100-KWT-901);XRE 300;0.00;66;7;DISPONIVEL
1103323;TUBO INTERNO TELESCOPIO GP7 BROS 150 2006/ - BROS 125 2013/ - BROS 160;TUBO INTERNO TELESCOPIO GP7;OUTROS;BROS 125 2013/ - BROS 160;BROS 150 / BROS 125 / BROS 160;0.00;41;16;DISPONIVEL
1103325;AMORTECEDOR PRO-LINK GP7 CB 300R;AMORTECEDOR PRO-LINK GP7;SUSPENSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;85;11;DISPONIVEL
1103326;AMORTECEDOR PRO-LINK GP7 XRE 300;AMORTECEDOR PRO-LINK GP7;SUSPENSÃO;NÃO IDENTIFICADO;XRE 300;0.00;98;4;DISPONIVEL
1103327;DISCO FREIO DIANTEIRO GP7 CG 150 09 A 15 - CG 160 2016/;DISCO FREIO DIANTEIRO GP7;FREIO;CG 160 2016/;CG 150 / CG 160;0.00;76;12;DISPONIVEL
1103328;DISCO FREIO DIANTEIRO GP7 SCOOTER NEO 115 2004/2013 - CRYPTON 115 2010/2016;DISCO FREIO DIANTEIRO GP7 SCOOTER NEO 115 2004/2013;FREIO;CRYPTON 115 2010/2016;CRYPTON 115;0.00;46;20;DISPONIVEL
1103329;DISCO FREIO DIANTEIRO GP7 XRE 300;DISCO FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;XRE 300;0.00;98;5;DISPONIVEL
1103330;ELEMENTO FILTRO DE AR EKSIM BIZ 125 05 A 10;ELEMENTO FILTRO DE AR EKSIM;FILTRO;NÃO IDENTIFICADO;BIZ 125;0.00;57;20;DISPONIVEL
1103332;FILTRO DE OLEO EKSIM (TELA FILTRANTE/PENEIRINHA) CG 125 1976/2008 - CBX 200/150 - NX 150/200 - XR 200 - XLR 125 - XLS 125 - TURUNA 125 - BROS 125 2003/2005 - BROS 150 /2005 - CRF 230 - LEAD 110;FILTRO DE OLEO EKSIM (TELA FILTRANTE/PENEIRINHA);ÓLEO/LUBRIFICANTE;CBX 200/150 - NX 150/200 - XR 200 - XLR 125 - XLS 125 - TURUNA 125 - BROS 125 2003/2005 - BROS 150 /2005 - CRF 230 - LEAD 110;CG 125 / BROS 125 / BROS 150 / CBX 200;0.00;76;3;DISPONIVEL
1103333;KIT TENSOR DA CORRENTE COMANDO GP7 (COM 03 PCS) BIZ 100 - POP 100 - DREAM 100 - SHINERAY XY 50Q - TRAXX STAR 50 - KASINSKI SOFT 50 - DAFRA ZIG 50 (COMPOSIÇÃO: ROLETE + GUIA + TENSOR);KIT TENSOR DA CORRENTE COMANDO GP7 (COM 03 PCS);MOTOR;POP 100 - DREAM 100 - SHINERAY XY 50Q - TRAXX STAR 50 - KASINSKI SOFT 50 - DAFRA ZIG 50 (COMPOSIÇÃO: ROLETE + GUIA + TENSOR);BIZ 100 / POP 100 / DREAM 100;0.00;73;11;DISPONIVEL
1103335;CUBO EMBREAGEM OEM JI NX 400 FALCON 99 A 08 - NX 400I FALCON 2012/;CUBO EMBREAGEM OEM JI NX 400;EMBREAGEM;NX 400I FALCON 2012/;FALCON 99 / FALCON 2012;0.00;31;15;DISPONIVEL
1103337;PLATO EMBREAGEM OEM JI NX 400 FALCON 99 A 08 - NX 400I FALCON 2012/;PLATO EMBREAGEM OEM JI NX 400;EMBREAGEM;NX 400I FALCON 2012/;FALCON 99 / FALCON 2012;0.00;17;5;DISPONIVEL
1103350;CORREIA TRACAO GP7 SCOOTER LEAD 110 (18.5X8.5X750);CORREIA TRACAO GP7 SCOOTER LEAD 110 (18.5X8.5X750);OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;49;3;DISPONIVEL
1103352;PAINEL COMPLETO INSTRUMENTOS CONDOR BIZ 125 09 A 10 ESD +;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;BIZ 125;0.00;81;4;DISPONIVEL
1103353;PAINEL COMPLETO INSTRUMENTOS CONDOR BIZ 125 11 A 12 KS (AZUL);PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;BIZ 125;0.00;95;16;DISPONIVEL
1103354;PAINEL COMPLETO INSTRUMENTOS CONDOR BROS 150 2010 MIX (VERDE);PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;BROS 150;0.00;93;5;DISPONIVEL
1103355;PAINEL COMPLETO INSTRUMENTOS CONDOR BROS 150 11 A 12 FLEX;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;BROS 150;0.00;78;11;DISPONIVEL
1103356;PAINEL COMPLETO INSTRUMENTOS CONDOR CB 300R 09 A 12;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;12;6;DISPONIVEL
1103361;AMORTECEDOR PRO-LINK GP7 CRF 230 (MOLA PRATA);AMORTECEDOR PRO-LINK GP7 CRF 230 (MOLA PRATA);SUSPENSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;77;8;DISPONIVEL
1103374;CABO ACELERADOR K-CABOS SCOOTER LEAD 110;CABO ACELERADOR K-CABOS SCOOTER LEAD 110;CABOS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;34;17;DISPONIVEL
1103375;CABO FREIO TRASEIRO K-CABOS SCOOTER LEAD 110;CABO FREIO TRASEIRO K-CABOS SCOOTER LEAD 110;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;29;20;DISPONIVEL
1103376;CABO VELOCIMETRO K-CABOS SCOOTER LEAD 110;CABO VELOCIMETRO K-CABOS SCOOTER LEAD 110;CABOS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;18;7;DISPONIVEL
1103377;CABO ACELERADOR K-CABOS BIZ 125 2009/2017;CABO ACELERADOR K-CABOS;CABOS;NÃO IDENTIFICADO;BIZ 125;0.00;38;17;DISPONIVEL
1103378;CARBURADOR COMPLETO GP7 CG 125 00 A 01;CARBURADOR COMPLETO GP7;MOTOR;NÃO IDENTIFICADO;CG 125;0.00;100;19;DISPONIVEL
1103380;DISCO FREIO DIANTEIRO GP7 BIZ 125 2005/2017 (CENTRO PRATA);DISCO FREIO DIANTEIRO GP7;FREIO;NÃO IDENTIFICADO;BIZ 125;0.00;12;7;DISPONIVEL
1103381;DISCO FREIO DIANTEIRO GP7 SCOOTER LEAD 110;DISCO FREIO DIANTEIRO GP7 SCOOTER LEAD 110;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;72;16;DISPONIVEL
1103382;ROLETE CONTRA PESO GP7 (COM 06 UND.) SCOOTER LEAD 110 (18X14X8,5MM);ROLETE CONTRA PESO GP7 (COM 06 UND.) SCOOTER LEAD 110 (18X14X8,5MM);OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;4;20;ESTOQUE BAIXO
1103383;TORNEIRA GASOLINA GP7 BROS 125 2003/ - BROS 150 2003 A 2008;TORNEIRA GASOLINA GP7;OUTROS;BROS 150 2003 A 2008;BROS 125 / BROS 150;0.00;20;20;ESTOQUE BAIXO
1103384;BOBINA IGNICAO CONDOR 12V CG 125 00 A 02;BOBINA IGNICAO CONDOR 12V;ELÉTRICA;NÃO IDENTIFICADO;CG 125;0.00;70;20;DISPONIVEL
1103385;BOBINA IGNICAO CONDOR 12V CG 125 03 A 08;BOBINA IGNICAO CONDOR 12V;ELÉTRICA;NÃO IDENTIFICADO;CG 125;0.00;48;17;DISPONIVEL
1103386;BOBINA IGNICAO CONDOR 12V CG 150 04 A 08;BOBINA IGNICAO CONDOR 12V;ELÉTRICA;NÃO IDENTIFICADO;CG 150;0.00;29;16;DISPONIVEL
1103388;KIT KMP C/CILINDRO. PISTAO. ANEL BIZ 100;KIT KMP C/CILINDRO. PISTAO. ANEL;MOTOR;NÃO IDENTIFICADO;BIZ 100;0.00;58;5;DISPONIVEL
1103392;KIT KMP C/CILINDRO. PISTAO. ANEL CG 125 2009/2018;KIT KMP C/CILINDRO. PISTAO. ANEL;MOTOR;NÃO IDENTIFICADO;CG 125;0.00;78;4;DISPONIVEL
1103401;CABO ACELERADOR K-CABOS CB 300R (A);CABO ACELERADOR K-CABOS;CABOS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;48;19;DISPONIVEL
1103402;CABO ACELERADOR K-CABOS XRE 300 2009/2015 (A);CABO ACELERADOR K-CABOS;CABOS;NÃO IDENTIFICADO;XRE 300;0.00;63;16;DISPONIVEL
1103403;CABO ACELERADOR K-CABOS CB 300R (B);CABO ACELERADOR K-CABOS;CABOS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;37;17;DISPONIVEL
1103404;CABO ACELERADOR K-CABOS XRE 300 2009/2015 (B);CABO ACELERADOR K-CABOS;CABOS;NÃO IDENTIFICADO;XRE 300;0.00;22;7;DISPONIVEL
1103406;CABO ACELERADOR K-CABOS CG 150 SPORT;CABO ACELERADOR K-CABOS;CABOS;NÃO IDENTIFICADO;CG 150;0.00;85;6;DISPONIVEL
1103407;CABO ACELERADOR K-CABOS XLS 125 1984/1996;CABO ACELERADOR K-CABOS XLS 125 1984/1996;CABOS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;50;4;DISPONIVEL
1103408;CABO EMBREAGEM K-CABOS NX 350 SAHARA;CABO EMBREAGEM K-CABOS NX 350 SAHARA;EMBREAGEM;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;5;10;ESTOQUE BAIXO
1103409;CABO FREIO DIANTEIRO K-CABOS CG 125 TITAN/FAN 2002/2008;CABO FREIO DIANTEIRO K-CABOS;FREIO;NÃO IDENTIFICADO;CG 125;0.00;17;7;DISPONIVEL
1103410;CABO FREIO DIANTEIRO K-CABOS CG 150 09 A 15;CABO FREIO DIANTEIRO K-CABOS;FREIO;NÃO IDENTIFICADO;CG 150;0.00;9;12;ESTOQUE BAIXO
1103411;PISTAO PINO/TRAVA KMP CRF 230F 1.50;PISTAO PINO/TRAVA KMP CRF 230F 1.50;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;14;18;ESTOQUE BAIXO
1103412;ANEL P/ PISTAO RIK CRF 230F 1.50;ANEL P/ PISTAO RIK CRF 230F 1.50;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;77;10;DISPONIVEL
1103413;CABO ACELERADOR K-CABOS BROS 150 2009/2015;CABO ACELERADOR K-CABOS;CABOS;NÃO IDENTIFICADO;BROS 150;0.00;62;17;DISPONIVEL
1103414;CARBURADOR COMPLETO GP7 BROS 125 03 A 05;CARBURADOR COMPLETO GP7;MOTOR;NÃO IDENTIFICADO;BROS 125;0.00;7;20;ESTOQUE BAIXO
1103415;MOTOR DE PARTIDA CONDOR BIZ 100 1998/2005;MOTOR DE PARTIDA CONDOR;MOTOR;NÃO IDENTIFICADO;BIZ 100;0.00;41;16;DISPONIVEL
1103416;COLETOR ADMISSAO GP7 XR 200 - NX 200;COLETOR ADMISSAO GP7 XR 200;OUTROS;NX 200;NÃO IDENTIFICADO;0.00;94;15;DISPONIVEL
1103419;CHAVE IGNICAO CONDOR CBX 250 06 A 08 - BROS 150 06 A 08 - NX 400 06 A 08 - XR 250 06 A 08 - BROS 125 2013/;CHAVE IGNICAO CONDOR;OUTROS;BROS 150 06 A 08 - NX 400 06 A 08 - XR 250 06 A 08 - BROS 125 2013/;BROS 150 / BROS 125 / CBX 250;0.00;63;17;DISPONIVEL
1103422;REPARO DO CILINDRO MESTRE GP7 (BURRINHO DIANTEIRO) NXR BROS 150 - XR 250 - XRE 300 - NX 150 - XR 200 - NX 200 - NX 350 - XLX 350;REPARO DO CILINDRO MESTRE GP7 (BURRINHO DIANTEIRO) NXR;FREIO;XR 250 - XRE 300 - NX 150 - XR 200 - NX 200 - NX 350 - XLX 350;BROS 150 / XRE 300;0.00;55;16;DISPONIVEL
1103426;ENGRENAGEM VELOCIMETRO KIT(C/PINHAO & MOTRIZ ACO) WW3 CG 150 KS/ES;ENGRENAGEM VELOCIMETRO KIT(C/PINHAO & MOTRIZ ACO) WW3;RELAÇÃO/TRANSMISSÃO;NÃO IDENTIFICADO;CG 150;0.00;93;5;DISPONIVEL
1103428;JOGO CAIXA DIRECAO GP7 COMPLETA (ROLAMENTO) DREAM/ BIZ 100;JOGO CAIXA DIRECAO GP7 COMPLETA (ROLAMENTO);OUTROS;NÃO IDENTIFICADO;BIZ 100;0.00;65;19;DISPONIVEL
1103429;JOGO CAIXA DIRECAO GP7 COMPLETA (ROLAMENTO) CBX 250 TWISTER 01 A 08;JOGO CAIXA DIRECAO GP7 COMPLETA (ROLAMENTO);OUTROS;NÃO IDENTIFICADO;CBX 250 / TWISTER 01;0.00;69;12;DISPONIVEL
1103436;CHAVE IGNICAO CONDOR BIZ 125 05 A 08;CHAVE IGNICAO CONDOR;OUTROS;NÃO IDENTIFICADO;BIZ 125;0.00;70;13;DISPONIVEL
1103437;CHAVE IGNICAO CONDOR CB 300R;CHAVE IGNICAO CONDOR;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;68;14;DISPONIVEL
1103438;CHAVE IGNICAO CONDOR CRF 230;CHAVE IGNICAO CONDOR CRF 230;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;29;15;DISPONIVEL
1103439;CHAVE IGNICAO CONDOR SCOOTER LEAD 110;CHAVE IGNICAO CONDOR SCOOTER LEAD 110;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;93;14;DISPONIVEL
1103440;CHAVE IGNICAO CONDOR POP 100 07 A 15;CHAVE IGNICAO CONDOR;OUTROS;NÃO IDENTIFICADO;POP 100;0.00;92;18;DISPONIVEL
1103453;CABO VELOCIMETRO K-CABOS CG 150 TITAN 2009/2013;CABO VELOCIMETRO K-CABOS;CABOS;NÃO IDENTIFICADO;CG 150;0.00;55;5;DISPONIVEL
1103454;CABO EMBREAGEM K-CABOS BROS 150 2006/2015 - BROS 125 2013/2015;CABO EMBREAGEM K-CABOS;EMBREAGEM;BROS 125 2013/2015;BROS 150 / BROS 125;0.00;44;7;DISPONIVEL
1103455;CABO ACELERADOR K-CABOS XTZ 125 2009/2016;CABO ACELERADOR K-CABOS;CABOS;NÃO IDENTIFICADO;XTZ 125;0.00;58;5;DISPONIVEL
1103460;C.D.I. CONDOR POP 100 2007/2008;C.D.I. CONDOR;OUTROS;NÃO IDENTIFICADO;POP 100;0.00;11;9;DISPONIVEL
1103461;CHAVETA VIRABREQUIM GP7 CG 125 2000/2008 - CG 150 2004/2015 - BROS 150 2006/2015 - CRF 230 - POP 100 2007/2015 - XLR 125 2000;CHAVETA VIRABREQUIM GP7;MOTOR;CG 150 2004/2015 - BROS 150 2006/2015 - CRF 230 - POP 100 2007/2015 - XLR 125 2000;CG 125 / CG 150 / POP 100 / BROS 150;0.00;79;18;DISPONIVEL
1103465;DISCO FREIO DIANTEIRO GP7 CRF 230;DISCO FREIO DIANTEIRO GP7 CRF 230;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;26;19;DISPONIVEL
1103466;DISCO FREIO TRASEIRO GP7 CB 500 1997/2004;DISCO FREIO TRASEIRO GP7;FREIO;NÃO IDENTIFICADO;CB 500;0.00;39;5;DISPONIVEL
1103467;EIXO BALANCIN ADMISSAO GP7 BIZ 125;EIXO BALANCIN ADMISSAO GP7;OUTROS;NÃO IDENTIFICADO;BIZ 125;0.00;94;12;DISPONIVEL
1103468;EIXO BALANCIN ESCAPE GP7 BIZ 125;EIXO BALANCIN ESCAPE GP7;ESCAPAMENTO;NÃO IDENTIFICADO;BIZ 125;0.00;13;9;DISPONIVEL
1103469;ELEMENTO FILTRO DE AR EKSIM SCOOTER LEAD 110;ELEMENTO FILTRO DE AR EKSIM SCOOTER LEAD 110;FILTRO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;63;3;DISPONIVEL
1103470;ENGRENAGEM PRINCIPAL 2 (18D) WW3 CG 125 /1982;ENGRENAGEM PRINCIPAL 2 (18D) WW3;OUTROS;NÃO IDENTIFICADO;CG 125;0.00;42;5;DISPONIVEL
1103471;ENGRENAGEM PRINCIPAL 4 (25D) WW3 CG 125 /1982;ENGRENAGEM PRINCIPAL 4 (25D) WW3;OUTROS;NÃO IDENTIFICADO;CG 125;0.00;40;8;DISPONIVEL
1103472;ENGRENAGEM SECUNDARIA 1 (36D) WW3 CG 125 /1982;ENGRENAGEM SECUNDARIA 1 (36D) WW3;OUTROS;NÃO IDENTIFICADO;CG 125;0.00;81;5;DISPONIVEL
1103473;ENGRENAGEM SECUNDARIA 2 (31D) WW3 CG 125 /1982;ENGRENAGEM SECUNDARIA 2 (31D) WW3;OUTROS;NÃO IDENTIFICADO;CG 125;0.00;90;13;DISPONIVEL
1103474;ENGRENAGEM SECUNDARIA 4 (25D) WW3 CG 125 /1982;ENGRENAGEM SECUNDARIA 4 (25D) WW3;OUTROS;NÃO IDENTIFICADO;CG 125;0.00;33;9;DISPONIVEL
1103475;GUIA DESLIZADOR CORRENTE TRANSMISSAO GP7 CG 150 TITAN/FAN 09 A 15;GUIA DESLIZADOR CORRENTE TRANSMISSAO GP7;RELAÇÃO/TRANSMISSÃO;NÃO IDENTIFICADO;CG 150 / FAN 09;0.00;96;19;DISPONIVEL
1103485;PEDAL CAMBIO GP7 XRE 300;PEDAL CAMBIO GP7;PEDAIS/COMANDOS;NÃO IDENTIFICADO;XRE 300;0.00;88;18;DISPONIVEL
1103486;PEDAL FREIO GP7 BIZ 125 2005/2010;PEDAL FREIO GP7;FREIO;NÃO IDENTIFICADO;BIZ 125;0.00;17;8;DISPONIVEL
1103487;PEDAL FREIO GP7 BROS 150 2003/;PEDAL FREIO GP7;FREIO;NÃO IDENTIFICADO;BROS 150;0.00;4;16;ESTOQUE BAIXO
1103488;PEDAL FREIO GP7 CB 300R;PEDAL FREIO GP7;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;34;16;DISPONIVEL
1103490;TORNEIRA GASOLINA GP7 POP 100;TORNEIRA GASOLINA GP7;OUTROS;NÃO IDENTIFICADO;POP 100;0.00;81;11;DISPONIVEL
1103500;PISTAO KIT C/ANEL RIK PREMIUM CRF 230F 1.50;PISTAO KIT C/ANEL RIK PREMIUM CRF 230F 1.50;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;59;5;DISPONIVEL
1103501;PISTAO PINO/TRAVA KMP BROS 150 OHC 03 A 05 3.50;PISTAO PINO/TRAVA KMP;MOTOR;NÃO IDENTIFICADO;BROS 150;0.00;12;14;ESTOQUE BAIXO
1103502;PISTAO PINO/TRAVA KMP BROS 150 OHC 03 A 05 4.00;PISTAO PINO/TRAVA KMP;MOTOR;NÃO IDENTIFICADO;BROS 150;0.00;97;20;DISPONIVEL
1103503;ANEL P/ PISTAO RIK CBX 200 - NX 200 - XR 200 - BROS 150 OHC 03 A 05 3.50;ANEL P/ PISTAO RIK;MOTOR;NX 200 - XR 200 - BROS 150 OHC 03 A 05 3.50;BROS 150 / CBX 200;0.00;31;7;DISPONIVEL
1103504;ANEL P/ PISTAO RIK CBX 200 - NX 200 - XR 200 - BROS 150 OHC 03 A 05 4.00;ANEL P/ PISTAO RIK;MOTOR;NX 200 - XR 200 - BROS 150 OHC 03 A 05 4.00;BROS 150 / CBX 200;0.00;83;3;DISPONIVEL
1103505;PISTAO KIT C/ANEL RIK PREMIUM BROS 150 03 A 05 OHC 3.50 (COMPETICAO - TAXADO DIAMETRO 67.00MM);PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;TAXADO DIAMETRO 67.00MM);BROS 150;0.00;72;18;DISPONIVEL
1103506;PISTAO KIT C/ANEL RIK PREMIUM BROS 150 03 A 05 OHC 4.00 (COMPETICAO - TAXADO DIAMETRO 67.50MM);PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;TAXADO DIAMETRO 67.50MM);BROS 150;0.00;90;14;DISPONIVEL
1103508;PISTAO PINO/TRAVA KMP CG 125 92 A 99 - XLR 125 97 A 00 3.00 COMPETICAO;PISTAO PINO/TRAVA KMP;MOTOR;XLR 125 97 A 00 3.00 COMPETICAO;CG 125;0.00;27;7;DISPONIVEL
1103509;ANEL P/ PISTAO RIK CG 125 92 A 99 TODAY/TITAN - XLR 125 97 A 00 2.50;ANEL P/ PISTAO RIK;MOTOR;XLR 125 97 A 00 2.50;CG 125;0.00;42;13;DISPONIVEL
1103510;ANEL P/ PISTAO RIK CG 125 92 A 99 TODAY/TITAN - XLR 125 97 A 00 3.00;ANEL P/ PISTAO RIK;MOTOR;XLR 125 97 A 00 3.00;CG 125;0.00;69;5;DISPONIVEL
1103512;PISTAO KIT C/ANEL RIK PREMIUM CG 125 92 A 99 - XLR 125 97 A 00 3.00;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;XLR 125 97 A 00 3.00;CG 125;0.00;60;11;DISPONIVEL
1103513;PISTAO PINO/TRAVA KMP CBX/NX/XR 200 2.50;PISTAO PINO/TRAVA KMP CBX/NX/XR 200 2.50;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;47;7;DISPONIVEL
1103514;PISTAO PINO/TRAVA KMP CBX/NX/XR 200 3.00;PISTAO PINO/TRAVA KMP CBX/NX/XR 200 3.00;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;58;9;DISPONIVEL
1103515;PISTAO KIT C/ANEL RIK PREMIUM CBX 200 - NX 200 - XR 200 2.50;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;NX 200 - XR 200 2.50;CBX 200;0.00;88;12;DISPONIVEL
1103516;PISTAO KIT C/ANEL RIK PREMIUM CBX 200 - NX 200 - XR 200 3.00;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;NX 200 - XR 200 3.00;CBX 200;0.00;93;11;DISPONIVEL
1103517;PISTAO PINO/TRAVA KMP CG 125 2002 A 2008 - BROS 125 03 A 05 2.50;PISTAO PINO/TRAVA KMP;MOTOR;BROS 125 03 A 05 2.50;CG 125 / BROS 125;0.00;58;16;DISPONIVEL
1103518;PISTAO PINO/TRAVA KMP CG 125 2002 A 2008 - BROS 125 03 A 05 3.00;PISTAO PINO/TRAVA KMP;MOTOR;BROS 125 03 A 05 3.00;CG 125 / BROS 125;0.00;21;13;DISPONIVEL
1103519;PISTAO PINO/TRAVA KMP CG 125 2002 A 2008 - BROS 125 03 A 05 3.50;PISTAO PINO/TRAVA KMP;MOTOR;BROS 125 03 A 05 3.50;CG 125 / BROS 125;0.00;28;12;DISPONIVEL
1103520;PISTAO PINO/TRAVA KMP CG 125 2002 A 2008 - BROS 125 03 A 05 4.00;PISTAO PINO/TRAVA KMP;MOTOR;BROS 125 03 A 05 4.00;CG 125 / BROS 125;0.00;77;8;DISPONIVEL
1103521;ANEL P/ PISTAO RIK CG 125 00 A 08 - BROS 125 03 A 05 - XLR 125 01 A 02 2.50;ANEL P/ PISTAO RIK;MOTOR;BROS 125 03 A 05 - XLR 125 01 A 02 2.50;CG 125 / BROS 125;0.00;57;8;DISPONIVEL
1103522;ANEL P/ PISTAO RIK CG 125 00 A 08 - BROS 125 03 A 05 - XLR 125 01 A 02 3.00;ANEL P/ PISTAO RIK;MOTOR;BROS 125 03 A 05 - XLR 125 01 A 02 3.00;CG 125 / BROS 125;0.00;95;18;DISPONIVEL
1103523;ANEL P/ PISTAO RIK CG 125 00 A 08 - BROS 125 03 A 05 - XLR 125 01 A 02 3.50;ANEL P/ PISTAO RIK;MOTOR;BROS 125 03 A 05 - XLR 125 01 A 02 3.50;CG 125 / BROS 125;0.00;57;11;DISPONIVEL
1103524;ANEL P/ PISTAO RIK CG 125 00 A 08 - BROS 125 03 A 05 - XLR 125 01 A 02 4.00;ANEL P/ PISTAO RIK;MOTOR;BROS 125 03 A 05 - XLR 125 01 A 02 4.00;CG 125 / BROS 125;0.00;96;10;DISPONIVEL
1103525;PISTAO KIT C/ANEL RIK PREMIUM CG 125 02 A 08 - BROS 125 03 A 05 2.50;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;BROS 125 03 A 05 2.50;CG 125 / BROS 125;0.00;84;17;DISPONIVEL
1103526;PISTAO KIT C/ANEL RIK PREMIUM CG 125 02 A 08 - BROS 125 03 A 05 3.00;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;BROS 125 03 A 05 3.00;CG 125 / BROS 125;0.00;47;8;DISPONIVEL
1103527;PISTAO KIT C/ANEL RIK PREMIUM CG 125 02 A 08 - BROS 125 03 A 05 3.50;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;BROS 125 03 A 05 3.50;CG 125 / BROS 125;0.00;33;10;DISPONIVEL
1103528;PISTAO KIT C/ANEL RIK PREMIUM CG 125 02 A 08 - BROS 125 03 A 05 4.00;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;BROS 125 03 A 05 4.00;CG 125 / BROS 125;0.00;62;8;DISPONIVEL
